FIPS,AveBMI,AvePM,NumTot,MedHVal,MedHInc,PerAsianAm,PerBlack,PerLatinx,PerWhite,FemaleUnemp,MaleUnemp,LTHS,State,ClimateRegion
04025,26.755660487043777,3.8666669999999996,170764,231000,43290,0.008403410554917898,0.00492492562835258,0.10532079360989435,0.8548757349324213,NA,NA,26.9,NA,NA
28081,28.379118532911985,11.962392999999999,60804,107100,39049,0.006035787119268469,0.2475001644628643,0.01990000657851457,0.7185382540622327,4.2,6.1,22.2,MS,south
54077,27.287646894835838,11.316949,26968,87700,40753,0.0014090774250964107,0.012718777810738654,0.006859982201127262,0.9705206170275883,3.5,7.4,19,WV,ohio_valley
55131,27.755126455927186,9.495000000000001,99510,228000,64434,0.0092051050145714,0.006722942417847453,0.018480554718118783,0.9580042206813386,4.3,5.2,14.1,WI,upper_midwest
18143,27.34668013641028,12.469230999999999,18369,96600,39588,0.004355163590832381,0.001578746801676738,0.012412216233872285,0.9753388861669117,8.1,9.4,24.1,IN,ohio_valley
26161,26.791373476560228,9.163393059994602,272838,216200,59065,0.08083917929320696,0.11565104567545577,0.03514906281383092,0.7439213012850117,6.3,7.5,5.5,MI,upper_midwest
27037,26.69885769437191,9.478182324240398,293492,243700,72850,0.04171493601188448,0.03859048968966786,0.04776280103035176,0.8557643819933763,4.3,5.8,13.7,MN,upper_midwest
17033,41.48640285148428,12.302608999999999,15764,70400,41434,0.004947982745496067,0.05525247399137275,0.01795229637147932,0.914488708449632,12.5,13.7,27.7,IL,ohio_valley
39155,30.21069083966106,11.971665588896505,163680,102500,42296,0.004838709677419355,0.07572702834799609,0.010227272727272727,0.8987781036168133,6.5,9.9,21.9,OH,ohio_valley
18159,27.773702733531472,12.502678999999999,12233,113500,51485,0.003515082154827107,0.001144445352734407,0.01553175835853838,0.9740047412736041,5.9,7.1,23.9,IN,ohio_valley
26005,28.837137254323697,8.783731274648929,82184,149400,50240,0.005159155066679646,0.010342645770466272,0.05063029300107077,0.920142606833447,5.4,8.6,17.8,MI,upper_midwest
18057,26.396704338492935,12.97945046983688,191631,211200,81947,0.04587462362561381,0.03236428344057068,0.02883145211369768,0.8821693776059197,4.1,3.5,19,IN,ohio_valley
37079,24.07737557629246,9.795775576506841,16410,85100,41488,0.0030469226081657527,0.36812918951858625,0.1113345521023766,0.505789152955515,10.6,12.2,28.1,NC,southeast
32003,27.105450493302712,6.898647819588994,1462651,257300,56258,0.09134441503817384,0.09729046778759937,0.24811250257238399,0.528104106858027,7.9,8.6,23.9,NV,west
42005,31.722723881809817,12.974775,54752,89100,42752,0.0018994739918176504,0.007287405026300409,0.004109438924605494,0.9819002045587376,5.7,8,18.7,PA,northeast
51830,25.061980727274296,9.402248879512236,12664,344800,50794,0.06001263423878711,0.12389450410612761,0.060644346178142766,0.7289955780164246,5.5,2.9,1.8,VA,southeast
09013,26.965672977979143,8.408427734081814,121807,266100,77175,0.03346277307543902,0.03219847791998818,0.037904225537120195,0.8831676340440204,NA,NA,6.5,NA,NA
19149,28.457670620581904,10.66,18502,119400,56379,0.003837422981299319,0.0022159766511728463,0.021078802291644147,0.9663820127553778,3.2,1.9,21.3,IA,upper_midwest
39057,27.517548914372053,12.835353176340826,126440,160000,56679,0.02914425814615628,0.07211325529895603,0.018237899398924392,0.8621006010756089,5.6,5.9,7.6,OH,ohio_valley
37035,27.702765099400544,11.233132999999999,117563,130300,43484,0.028121092520605972,0.08113947415428324,0.0663644173762153,0.8143803747777787,7.3,8.5,19.2,NC,southeast
12075,28.047119522316333,7.626957,32172,112100,35737,0.005967922417008579,0.0840793236354594,0.06412408305358697,0.8306912843466369,10.8,9,26.6,FL,southeast
39129,28.25011507178567,12.733051,42541,144800,49262,0.003220422651089537,0.04050210385275382,0.008344890811217413,0.9388119696292988,4.7,8.9,23.8,OH,ohio_valley
39167,28.67121402858651,12.666252501665646,48837,110800,41654,0.006081454634805578,0.011118619079796057,0.005610500235477199,0.9637979400864098,7,8.5,14.5,OH,ohio_valley
21037,27.819631987770816,12.6071301104689,69736,146300,51482,0.00778650912011013,0.023445566135138235,0.014167718251692095,0.9449065045313755,6.6,6.4,10.5,KY,ohio_valley
40097,29.674334577262247,10.913274,30745,89200,41228,0.003317612619938201,0.0038054968287526427,0.02003577817531306,0.7198894129126687,6.5,7.6,30.4,OK,south
31055,27.362426044241804,10.593844158338387,382391,141400,51878,0.025732823209751274,0.10439576245256818,0.0894764782643943,0.7621858255032153,5.2,5.8,16.1,NE,rockies
08119,26.056855980475454,6.1873949999999995,18570,226000,58080,0.0064081852450188475,0.004631125471190092,0.044803446418955305,0.9215401184706515,NA,NA,16.6,NA,NA
37127,29.482741549089933,9.700854999999999,72905,116300,44499,0.007187435703998354,0.35860366230025376,0.04947534462656882,0.569933475070297,7.9,7.4,22.3,NC,southeast
24003,27.879505730689367,10.452095558629019,412595,370100,83456,0.03429755571444152,0.1453701571759231,0.05312473490953599,0.7478083835237945,4.8,4.8,14.4,MD,northeast
39015,28.901706335684498,11.978947,33808,124100,45887,0.0022775674396592525,0.008577851396119262,0.004377662091812589,0.9758045433033602,7.7,9.9,18.8,OH,ohio_valley
24021,27.151521892033355,10.489654999999999,174341,349500,81686,0.036417136531280654,0.07901755754527047,0.06319224967162056,0.8053527282739,4,4.3,13.2,MD,northeast
13211,28.138951884667428,11.380583,13429,169400,45817,0.004914736763720307,0.23009903939235982,0.0226375753965299,0.7331149005882791,5.6,10.5,18.8,GA,southeast
13067,27.53128623951468,12.380059994254191,511591,211000,65522,0.044510165346927526,0.23145833292610699,0.10375475721816842,0.6008256595600783,7,6.3,18.2,GA,southeast
18091,27.80745538107814,10.738983,86085,119800,46014,0.005227391531625719,0.10198060056920485,0.043143404774350934,0.8381251089039903,8.3,9.6,30.4,IN,ohio_valley
18065,26.43279609178971,12.19161069002952,38418,95200,41087,0.003019417981154667,0.024727992087042534,0.011348846894684784,0.9522359310739757,8.7,10.4,27.7,IN,ohio_valley
55027,29.93682246575319,9.495000000000001,69180,155900,52571,0.004495518936108702,0.03172882335935241,0.029690662041052328,0.9245591211332755,5.9,6,17.7,WI,upper_midwest
18129,26.788955918498807,13.103650286957672,19772,120500,57530,0.00247825207363949,0.007940521950232652,0.007131296783329961,0.9753186324094679,4.6,6.9,16,IN,ohio_valley
20121,28.711627950099192,7.564705999999999,23944,165500,60539,0.0030905446040761777,0.011944537253591713,0.018585031740728366,0.9499665887069829,5.4,5.8,16.1,KS,south
26113,27.617102952497717,5.945945999999999,11253,112300,40376,0.0024882253621256556,0.001777303830089754,0.015640273704789834,0.9685417222074113,9.5,12.6,12.1,MI,upper_midwest
39021,29.149146416356377,12.96170106360196,30057,124900,49246,0.004025684532721163,0.022124629869913832,0.008849851947965531,0.9501946302026151,7.4,8.5,18.5,OH,ohio_valley
21013,28.219144909668987,12.831667,22462,64500,24724,0.0026266583563351437,0.022215296945953165,0.00560947377793607,0.9564152791380999,6.6,10.5,34.9,KY,ohio_valley
18141,27.770945520092486,11.40632505385445,201080,116300,44644,0.018997413964591207,0.11120449572309528,0.055818579669783173,0.7969763278297195,7.9,9.4,14.4,IN,ohio_valley
18033,28.013288881593887,11.843442999999999,31087,112300,46722,0.0034419532280374433,0.002959436420368643,0.017820954096567698,0.9686042397143501,8.8,9.5,22.8,IN,ohio_valley
12117,27.742192026638367,7.558695128989693,325537,241000,58971,0.036075776332644215,0.09845885413946802,0.1571280683916114,0.6905390170702562,6,7.3,14.7,FL,southeast
13295,31.791874987724825,10.588734919918958,52500,108100,38723,0.004285714285714286,0.040228571428571426,0.012819047619047619,0.9308952380952381,9.2,10.7,33.8,GA,southeast
13321,25.521605901312935,12.176703,16336,85400,38670,0.0033667972575905977,0.25703966699314396,0.013283545543584721,0.7161483839373164,12,14.6,28.6,GA,southeast
06089,27.016804935543757,4.894535984458135,137571,267600,43944,0.023355212944588612,0.007181746152895596,0.06652564857419078,0.8534574874065028,NA,NA,12.9,NA,NA
46027,31.009289407036725,9.296522,11440,116900,37198,0.017045454545454544,0.01284965034965035,0.015646853146853146,0.918444055944056,4,5.2,0.3,SD,rockies
37147,29.11738650224328,9.218803,130350,125900,38592,0.015619485999232834,0.3158342922899885,0.04417337936325278,0.6097736862293824,8.5,7.4,10.5,NC,southeast
41033,27.275154142276964,6.405263,65830,253600,38035,0.00814218441440073,0.002779887589245025,0.04778976150691174,0.9076408932097828,9.4,11.2,21.3,OR,northwest
51043,31.175967652571483,11.146477223734859,10813,366900,73244,0.008693239618977158,0.0563210949782669,0.027374456672523813,0.8942939054841395,3.4,4.3,6.6,VA,southeast
04023,27.58340944238185,10.218644,32860,148200,36519,0.005903834449178333,0.002282410225197809,0.7816189896530736,0.20410833840535605,NA,NA,37.3,NA,NA
13163,28.657546142378578,11.212745,12659,74500,29268,0.003554783158227348,0.5248439845169445,0.026858361639939963,0.43842325618137296,10,14.4,21.1,GA,southeast
48375,27.86234039957368,5.94375,87420,80600,36766,0.037245481583161745,0.09698009608785176,0.3030885380919698,0.5464310226492793,5.9,5.4,26.5,TX,south
12041,27.416111727790256,7.851932898009768,13308,112700,37039,0.003681995792004809,0.05335136759843703,0.04328223624887286,0.8868349864743011,14.2,12.1,30.2,FL,southeast
18019,28.99467202375852,12.880424034574482,84123,125800,47368,0.00800019019768672,0.06451267786455547,0.038847877512689755,0.8754561772642441,5.3,8.4,20.6,IN,ohio_valley
39151,27.6412546617748,13.923342835932884,289600,128000,44941,0.006950966850828729,0.06800414364640885,0.012672651933701658,0.8987638121546961,7.1,8.6,15.5,OH,ohio_valley
19061,28.189295990309088,10.26,71401,136800,48573,0.009229562611167912,0.020195795577092758,0.015433957507597932,0.9453509054495035,2.8,5.4,9.3,IA,upper_midwest
55079,27.188604661718216,11.522094599025529,711358,165700,43215,0.0312008861923251,0.2324230556203768,0.10840673753581179,0.6087806702110611,7.3,9.8,17.1,WI,upper_midwest
45035,28.61397441427466,9.396154,99529,171400,55034,0.015533161189201138,0.2440595203408052,0.037576987611650875,0.6817610947563022,7.9,6,16.1,SC,southeast
13233,28.813008605422134,11.533982676051725,30429,108300,38646,0.006079726576620987,0.11952413815767853,0.09139307897071872,0.7734398107068915,8.3,11.3,29.5,GA,southeast
17083,29.29921743947081,11.188700370998893,17746,118200,53470,0.0026484841654457344,0.0036064465231601486,0.006931139411698411,0.9760509410571396,4.2,5.7,15.2,IL,ohio_valley
54065,27.129912437749656,11.714132553224129,13941,167100,37281,0.003012696363245104,0.005379814934366258,0.008392511297611363,0.970805537622839,11.8,10.6,27.2,WV,ohio_valley
42045,26.839342788535806,10.24660861910305,428567,232300,61876,0.04530680150361554,0.17555714742385672,0.025419596002492027,0.7409389897028936,6.3,7.1,12,PA,northeast
12001,26.632713720239984,7.844702804483067,203051,189600,40644,0.0552324292911633,0.17729043442287898,0.08245711668497077,0.6646113537978143,6.1,5.6,5.6,FL,southeast
39049,27.91919842168328,12.913542133683531,884872,155300,49087,0.03923844352629533,0.19072702040521114,0.03964302181558463,0.710457557703261,6.8,7.6,14.1,OH,ohio_valley
17063,30.10603283906249,10.396459866898898,36406,193300,64297,0.00604295995165632,0.009696203922430369,0.0649892874800857,0.9116354447069165,6.1,9,18.9,IL,ohio_valley
37115,30.628801357670394,10.14958,16672,154600,38580,0.0029990403071017274,0.013015834932821498,0.016254798464491363,0.9552543186180422,5.6,7.2,13.2,NC,southeast
55071,26.705382440540014,9.25625,63232,124000,49354,0.018851214574898786,0.0036373987854251013,0.021602985829959512,0.9457236842105263,5.9,6.7,18.2,WI,upper_midwest
05107,28.345130927487403,11.450833,15644,60200,27361,0.0031961135259524417,0.5849526975198159,0.010547174635643058,0.3935694195857837,NA,NA,37.2,NA,NA
37113,26.787862525595692,10.083222354649534,27388,167800,38615,0.00525777712866949,0.011720461515992405,0.05082517891047174,0.9214254417993282,6,7.4,20.9,NC,southeast
13187,25.050027911872753,11.390089999999999,23725,170400,43394,0.004425711275026343,0.011085353003161222,0.03629083245521602,0.9283877766069547,6.3,9.1,13.4,GA,southeast
51770,30.442997318802274,10.212294007782848,75906,128700,36422,0.016757568571654415,0.25950517745632756,0.04678154559586858,0.660777804126156,5.3,6.8,22.4,VA,southeast
08067,27.275890803238557,4.208240216467514,40822,343400,56422,0.0053647542991524175,0.0035275096761550146,0.1008034883151242,0.8252167948655137,NA,NA,10.1,NA,NA
24045,28.092498006288114,9.895455,76638,195100,50752,0.023878493697643468,0.22015188287794565,0.03889715284845638,0.7008011691328062,7.2,7,12.4,MD,northeast
13143,29.679675773050292,11.262500000000001,21547,109000,38996,0.005012298695874135,0.047570427437694345,0.008678702371559845,0.9275073096022648,12.6,14,30.3,GA,southeast
28047,28.247736360464245,9.540629415761881,141252,142700,45668,0.02929516042250729,0.19999716818168947,0.049698411349927786,0.7013281227876419,8.1,6.5,23.3,MS,south
37083,31.067119939590473,9.700854999999999,42073,85800,30439,0.006274808071684929,0.5168397784802605,0.017041808285598842,0.4166805314572291,9.8,12.8,30.7,NC,southeast
55117,26.591415024501337,9.249153,87925,151100,51127,0.033824282058572644,0.013693488768837078,0.040398066533977824,0.902439579186807,4.4,6,13.7,WI,upper_midwest
51800,27.6555945858529,10.235246,62448,252200,65104,0.016029336407891365,0.4092204714322316,0.023715731488598513,0.5356296438636946,4.7,6.9,22.3,VA,southeast
28035,28.36071597918586,12.006086999999999,57231,110400,34448,0.007321207038143663,0.333158602855096,0.0319407314217819,0.6166937498907934,8.9,7.4,12.8,MS,south
46083,27.81577401524357,9.38802245585902,31529,169700,67365,0.009832217958070348,0.006153065431824669,0.009071013987122966,0.9644454311903327,1.9,2.1,11.7,SD,rockies
34015,27.49852388089958,10.273063196107357,218027,236900,72664,0.02517119439335495,0.09225462901383774,0.039238259481623836,0.8313144702261647,6.3,7.9,9.5,NJ,northeast
13055,28.36307402337887,12.644067999999999,20157,80400,32419,0.003919234012997966,0.12293496055960708,0.030808155975591604,0.8324651485836186,8.9,9.2,28.3,GA,southeast
12103,27.535324015207376,7.839830651053593,753654,185700,45258,0.027675830022795608,0.08663922701929533,0.06777380601708476,0.8028034084606464,6.4,7.8,16.8,FL,southeast
05115,26.040917173650257,11.283192999999999,47513,99500,39841,0.010291920106076232,0.026350682970976366,0.05316439711236925,0.8888935659714183,NA,NA,13.8,NA,NA
28153,28.511885209380154,12.257983,15313,60500,31081,0.0016979037419186313,0.35675569777313393,0.011232286292692484,0.6241102331352446,8,8.7,20.7,MS,south
06023,27.680531080600293,5.903792255394043,107562,324700,40089,0.0193376843123036,0.010561350662873505,0.08093006823971291,0.8075993380561909,NA,NA,11.6,NA,NA
35028,24.92271025416477,4.0125,13602,297100,103643,0.05653580355830025,0.005440376415233054,0.12652551095427142,0.7923834730186737,3,0.9,12.2,NM,southwest
47171,28.75512674225336,9.742975,14622,111900,34387,0.0016413623307345096,0.001367801942278758,0.026877308165777596,0.9597182327998905,5.2,5.7,17.6,TN,ohio_valley
16001,26.934071101097278,5.2601274530622595,288659,214500,55835,0.023692315153866675,0.009121489369810052,0.05906276956547345,0.8846666828333778,5.1,6.5,14.1,ID,northwest
01001,27.291440054120873,10.765714,39958,133900,53255,0.008533960658691626,0.1686270584113319,0.020721757845738025,0.7873517193052705,NA,NA,23.3,NA,NA
05081,27.26276706732199,12.148276,10034,73100,33416,0.002491528802072952,0.17958939605341837,0.022623081522822403,0.7706796890572055,NA,NA,6.9,NA,NA
17115,27.4354826874218,12.031373,85484,90500,44337,0.009709419306536895,0.14376959431004632,0.014915071826306678,0.8186678208787609,6.4,8.1,20.8,IL,ohio_valley
17157,28.042343439978453,10.209090999999999,26845,86900,45020,0.003017321661389458,0.10795306388526728,0.026038368411249766,0.8563233376792699,5,6.6,29.1,IL,ohio_valley
21101,28.504169495602504,12.881756503252873,35380,101200,40438,0.004070096099491238,0.07442057659694742,0.014104013566986998,0.8986150367439231,6.9,6.9,19.7,KY,ohio_valley
37119,27.122161592718278,11.395783400596,686290,185100,55294,0.04573285345845051,0.2897142607352577,0.10582698276238908,0.54095936120299,8.1,8,18,NC,southeast
51600,28.88420537034019,10.24862749938326,17973,488900,97900,0.1507817281477772,0.044121738162799753,0.1443832415289601,0.6364546820230346,5,3.5,10.9,VA,southeast
42007,28.542939464459174,12.307635503587768,135661,112400,46190,0.003810969991375561,0.05573451470945961,0.008948776730231976,0.9225643331539647,5.4,6.1,12.4,PA,northeast
12017,27.140255044225125,7.626957,118842,141800,37933,0.01342959559751603,0.02325777082176335,0.039329529964154085,0.9120512949967183,9.4,12.8,25.8,FL,southeast
24025,28.118719655386077,10.153008263530253,184416,298800,77010,0.023159595696685752,0.11386213777546417,0.02948225750477182,0.818025550928336,4.3,5.3,9.8,MD,northeast
37017,29.68173191561996,10.592562,27073,77300,30471,0.0019946071731983895,0.3403021460495697,0.05636612122779153,0.5739666826727736,10.6,7.8,26.2,NC,southeast
42099,29.111414230576003,10.168286,35263,144800,52659,0.0030627002807475257,0.0045373337492555935,0.009301534185973967,0.9754133227462213,5.5,6.1,21.5,PA,northeast
45045,28.476414219810145,11.425647683872103,341908,148100,46830,0.018838400973361254,0.17021830433917895,0.07001006118605005,0.7290206722276168,8,7.1,19.6,SC,southeast
37021,27.438362103108123,10.14958,189478,188300,44190,0.009336176231541392,0.05850811175967659,0.04701337358426836,0.8689768733045525,4.7,8.5,15.4,NC,southeast
41059,27.776156725587903,6.9508469999999996,55689,137900,45861,0.009014347537215608,0.008583382714719244,0.19125859685036542,0.7450124800229848,9.7,7.6,25.7,OR,northwest
17031,27.604391778407468,12.279647181816836,3962395,265800,53942,0.06483250660269863,0.23303153774421784,0.2075113662317866,0.48114890110652775,8.7,9.5,17.8,IL,ohio_valley
40101,29.1523095759756,10.729167,53479,84100,37002,0.0054787860655584435,0.1095009255969633,0.039323846743581595,0.636941603246134,6.4,5.9,24.3,OK,south
54037,28.281571454549592,11.444333536532607,40794,255800,65603,0.011472275334608031,0.06564690885914595,0.038020297102515074,0.8689268029612198,3.6,6.5,13.1,WV,ohio_valley
12007,27.713181077819172,7.844395017185017,22885,120500,41126,0.00511251911732576,0.20576797028621369,0.035787633821280314,0.741140485033865,9.9,9.5,29.6,FL,southeast
17081,29.344981844372313,11.268333,30231,85800,41161,0.006284939300717806,0.07776785418940822,0.018292481227878667,0.8878965300519335,7.4,8.6,22.3,IL,ohio_valley
26105,28.973021161893318,6.60678,22465,121600,40039,0.0036501224126418872,0.004673937235699978,0.02764300022256844,0.9463610060093479,6.3,11.5,23.8,MI,upper_midwest
18059,27.47606660958543,13.094775224134963,51664,159200,61052,0.00774233508826262,0.01811706410653453,0.014032982347475999,0.9511652214307835,5,5.3,17.4,IN,ohio_valley
42029,26.48398719299378,10.215700886000448,374831,334300,84741,0.03545597882779172,0.05919200919881226,0.05597722707033303,0.839028788974231,4.8,4.4,12.9,PA,northeast
17007,28.089193787857496,9.887736,38481,174400,61210,0.012213819807177569,0.015748031496062992,0.16335334320833658,0.799381512954445,8.5,10.8,27.9,IL,ohio_valley
22057,28.057639540178805,8.799166999999999,72652,115500,47492,0.007253757639156527,0.12025821725485877,0.03445190772449485,0.8046578208445742,3.4,4.1,22.4,LA,south
28059,28.042799644356407,9.47193,104068,125500,47906,0.021274551254948686,0.19803397778375678,0.03986816312411116,0.7263712188184649,8.3,8.8,20.6,MS,south
49057,26.897663057515498,8.786546594446351,161925,168300,54086,0.013858267716535434,0.012246410375173692,0.14165817508105605,0.8109309865678554,6.5,6.5,16.7,UT,southwest
51121,29.142328173480248,10.408403,79277,187600,43229,0.05690174956166354,0.037350051086696014,0.025240612031232262,0.8620659207588581,4.6,4.7,2.2,VA,southeast
22089,29.21240813510366,9.442915208507557,38572,170200,60961,0.007622109302084413,0.25111479829928446,0.04651042206782122,0.6835528362542778,6.1,5.9,18.8,LA,south
05001,28.3645999045824,11.410255999999999,14594,78900,37230,0.0050705769494312734,0.22413320542688775,0.02446210771549952,0.7361929560093189,NA,NA,20.2,NA,NA
45079,27.826287688327486,10.879687141310125,296951,146300,47922,0.022744493199214684,0.4304279157167344,0.0442126815535223,0.4854875046724881,8,7.3,10.8,SC,southeast
13153,27.559369040704063,12.291401558109321,102409,132500,55098,0.02531027546407054,0.26688084055112343,0.05230985557909949,0.6371998554814519,8.9,6.9,19.5,GA,southeast
37001,27.816474642639644,11.013497335293891,115688,137100,44167,0.011600165963626305,0.18199813290920405,0.0837770555286633,0.7095636539658392,6.9,8.9,19.2,NC,southeast
34023,26.76021422103385,7.559716014207443,624401,356000,77615,0.20435905772091972,0.08549473815704972,0.16520633375026625,0.5270715453690817,6.8,6.4,10.8,NJ,northeast
51683,28.497281025511953,10.266635074805738,27074,325800,75173,0.05244884390928566,0.12886902563344907,0.2716997857723277,0.5263352293713526,8.8,3.1,22.9,VA,southeast
18027,28.009784106883345,12.924392280451457,22528,97200,44592,0.005326704545454545,0.005104758522727273,0.032049005681818184,0.9509943181818182,6,3.2,50,IN,ohio_valley
08035,26.133781878640683,5.438596106253769,198453,338700,99198,0.036991126362413265,0.011629957722987307,0.06458960056033418,0.8700851083127995,NA,NA,14.2,NA,NA
05091,26.3408557884173,12.148276,32913,86400,40307,0.004648619086683074,0.22553398353234283,0.020751678668003523,0.7328715097377936,NA,NA,21.3,NA,NA
12115,26.269035672533366,7.052586,319713,235100,49388,0.011622924310240748,0.03744295665174704,0.06519910044321,0.8759105823035035,8.2,9.1,20.1,FL,southeast
39095,28.54494450458384,11.249135117246933,335678,122400,42072,0.015720422547798783,0.17380942450801065,0.0471851000065539,0.7468466804497167,9.1,12.6,17.7,OH,ohio_valley
54049,27.92344509643455,12.840437418642484,45213,87500,38115,0.004932209762678876,0.03014619689027492,0.00818348705018468,0.945944750403645,4.4,5.3,12.4,WV,ohio_valley
36013,26.209797099895752,7.546609999999999,105459,79600,40639,0.004978237988222911,0.019827610730236395,0.047326449141372476,0.9151897893968272,7.4,7.7,16.4,NY,northeast
01097,28.517909756909543,9.7398090941279,309411,120700,40996,0.018047192892301826,0.32124261904069346,0.022407089599270874,0.6198389843929272,NA,NA,21.2,NA,NA
51510,25.586899952723332,10.668013543899926,115996,486800,80847,0.06175212938377186,0.20405013965998828,0.14541018655815718,0.5630366564364289,3.1,3.9,14,VA,southeast
22083,29.53942094953856,9.559504,15440,70000,37682,0.002849740932642487,0.33439119170984455,0.014378238341968911,0.6408678756476683,13.1,13.8,30.9,LA,south
22001,28.950654768959076,9.433870099724516,44910,86700,37261,0.00224894232910265,0.16742373636161212,0.015987530616789133,0.8054776219104877,5.9,5.4,34.3,LA,south
26121,28.877492648953847,8.259167,129401,112800,40670,0.00509269634701432,0.13299742660412206,0.036228468095300656,0.8049319557035881,13,15.7,21.5,MI,upper_midwest
39093,28.39479713738886,10.69240760995508,229278,147400,52066,0.009215886391193223,0.07659696961766937,0.06738108322647615,0.8324435837716658,6.5,9.8,19.1,OH,ohio_valley
34003,26.40533190880505,9.46276922970995,700711,482300,81708,0.14276641868045456,0.05144488954790206,0.1491427992424837,0.6428284984822559,5.4,5.5,10.3,NJ,northeast
31079,27.854070986299075,7.273451,42630,107700,46138,0.009969505043396668,0.013816561107201501,0.18590194698569082,0.7793572601454375,5.1,3.7,24.1,NE,rockies
28061,29.087143166872618,12.257983,12939,67100,30177,8.501429785918541e-4,0.49632892804698975,0.007187572455367493,0.49091892727413244,6.5,5.4,14.3,MS,south
13013,29.969336301334934,11.739483760482424,49778,138900,48958,0.03023424002571417,0.10860219374020652,0.07258226525774439,0.7755835911446823,9.6,9.5,26.4,GA,southeast
20091,26.87713128872633,8.468035151060667,400823,209900,73733,0.040379419344698284,0.04024220167006384,0.05987430861003485,0.8431402389583432,4.1,3.9,12.4,KS,south
17067,26.826189570436746,11.809565,14907,80200,42857,0.0022137250955926746,0.0018112296236667338,0.007312001073321258,0.9812839605554438,4.9,7.1,11.3,IL,ohio_valley
37105,27.920720316798203,8.898291,43006,127800,44120,0.008440682695437846,0.1917174347765428,0.14702599637259917,0.6396781844393805,9.6,6.4,35.8,NC,southeast
22103,27.733039088536593,8.991228,173604,201800,60866,0.012171378539664985,0.10342503628948642,0.04350706204926154,0.8236561369553697,4.9,5.7,22,LA,south
05059,27.392172344210856,11.012397,25237,77400,37150,0.0030114514403455244,0.10286484130443396,0.021516028054047627,0.8574315489162737,NA,NA,19.2,NA,NA
46103,27.40555717451459,6.579167,76111,149700,46849,0.010944541524878138,0.010143080500847447,0.029299312845712182,0.8539632904573583,4.4,5.7,18.9,SD,rockies
21005,29.878403658652438,11.379508,15975,131900,55506,0.004632237871674491,0.021032863849765257,0.009890453834115806,0.9563067292644758,6.8,7.1,8.4,KY,ohio_valley
19163,27.874153775143625,11.94470933970259,124658,134600,49964,0.018570809735436154,0.05989988608833769,0.04317412440437036,0.8638835854899004,4.7,5,13.8,IA,upper_midwest
17201,27.064485631862574,9.887736,221686,128100,47198,0.021900345533772993,0.10651101106971121,0.08496251454760337,0.7733280405618758,7.9,11.2,21.7,IL,ohio_valley
05007,26.85449499721279,11.139831,159491,155000,50434,0.02812070900552382,0.011072725106745835,0.1255619439341405,0.8033243255105303,NA,NA,18.3,NA,NA
51670,30.06549773857204,9.497929666592736,16918,130700,37789,0.009398274027662844,0.33224967490247076,0.05745359971627852,0.5804468613311267,13.1,13.5,28.3,VA,southeast
42133,27.625224703866866,11.330286,332958,175500,57494,0.011578036869515074,0.045903687552183756,0.04428486475771719,0.8872740706034995,5.5,5.6,16.2,PA,northeast
47155,27.148121855831096,9.975833,69997,155500,41476,0.00844321899509979,0.005943111847650614,0.045773390288155205,0.9274111747646328,6,6.3,22.7,TN,ohio_valley
05119,27.930268208049398,12.320482573508329,290563,134300,45121,0.019407150944889748,0.3192663897330355,0.04972071461266576,0.596094478650069,NA,NA,18.3,NA,NA
47091,28.610319347060656,9.766151128504488,14882,92800,29949,0.0017470770057787931,0.02398871119473189,0.012229539040451553,0.9528961161134256,11.4,9.1,20.5,TN,ohio_valley
18105,27.350610921769412,11.224770999999999,115503,146700,38137,0.05577344311403167,0.030813052474827494,0.02562703999030328,0.868462291022744,5.3,6.6,2.4,IN,ohio_valley
50015,27.063533411388647,5.335293999999999,19008,211100,52232,0.004366582491582492,0.004945286195286195,0.011153198653198653,0.9641203703703703,4.6,4.7,8,VT,northeast
26045,29.0113227448093,8.859821,82658,152700,54885,0.01570325921265939,0.05912313387693871,0.03764910837426504,0.8706477291974158,5.8,8.5,13,MI,upper_midwest
51069,28.205159000658398,11.086355552303157,58630,248600,61973,0.012314514753539145,0.037045880948319974,0.05278867473989425,0.8864233327647962,4.2,4.4,17.8,VA,southeast
18039,27.09773692240039,11.849734713683393,141384,128000,47258,0.009640411927799469,0.05114440106376959,0.11081169014881458,0.8166765687772308,9.8,9.1,34.6,IN,ohio_valley
19111,28.057516862261785,11.809565,27901,78900,42444,0.004981900290312175,0.030823267983226408,0.024586932368015485,0.928174617397226,7.7,5.5,19.6,IA,upper_midwest
06065,27.77954397816371,6.991667,1569533,325300,57768,0.06270145323481571,0.060289907889799065,0.39874472215620826,0.4526626709983161,NA,NA,20.7,NA,NA
21113,28.092346530896403,11.813591591765064,36037,150200,47494,0.008408025085328967,0.02863723395399173,0.022393650969836556,0.9285456614035574,6.4,5.5,14.6,KY,ohio_valley
37107,29.39876214775783,9.5454689671439,45163,91900,33625,0.004317693687310409,0.3883045856121161,0.05232159068263844,0.5449815114142107,6.7,9.4,28.1,NC,southeast
36059,26.290747308833584,8.890609070358252,1027952,487900,93613,0.07374079723566859,0.10265751708250968,0.13444402073248557,0.6750237365168802,5,5.6,9.9,NY,northeast
48071,27.577173290691064,10.830508,25085,136600,66764,0.009368148295794299,0.08339645206298585,0.1581423161251744,0.7366553717360973,6.8,5.3,22.3,TX,south
